화장실명,소재지도로명주소,위도,경도
대성산업㈜강남주유소,서울특별시 서초구 반포대로 284 (반포동),37.504623,127.001795
에너지플러스허브삼방,서울특별시 서초구 사평대로 364 (서초동),37.503712,127.023096
대신석유㈜서원주유소,서울특별시 서초구 반포대로 142 (서초동),37.492803,127.00759
지에스칼텍스㈜남서울주유소,서울특별시 서초구 나루터로 83 (잠원동),37.516153,127.018909
대신석유㈜대우주유소,서울특별시 서초구 양재대로 173 (양재동),37.46281,127.037546
현대오일뱅크㈜직영서초제일주유소,서울특별시 서초구 사임당로 116 (서초동),37.49056,127.022606
(주)에이치앤디이서울만남의광장주유소,서울특별시 서초구 양재대로12길 73-71 (원지동),37.460087,127.042166
말죽거리주유소,서울특별시 서초구 남부순환로 2650 (양재동),37.485199,127.040676
중앙주유소,서울특별시 서초구 바우뫼로 219 (양재동),37.481551,127.042236
현대오일뱅크㈜팔레스주유소,서울특별시 서초구 사평대로 136 (반포동),37.500139,126.999181
현대오일뱅크㈜직영양재현대주유소,서울특별시 서초구 마방로 6 (양재동),37.473569,127.039699
방배동주유소,서울특별시 서초구 효령로 29 (방배동),37.478117,126.987771
태건석유㈜양재최고주유소,서울특별시 서초구 매헌로 72 (양재동),37.467197,127.034713
에쓰-오일㈜오토테크주유소,서울특별시 서초구 효령로 356 (서초동),37.486682,127.022969
대성석유㈜연일주유소,서울특별시 서초구 남부순환로 2451 (서초동),37.482595,127.018517
(주)대농석유남태령주유소,서울특별시 서초구 과천대로 838 (방배동),37.466902,126.987821
남선석유㈜헌릉로주유소,서울특별시 서초구 헌릉로 177 (내곡동),37.4558022,127.068783832728
송파1동주민센터,서울특별시 송파구 백제고분로 392,37.5140439,127.0777019
삼전종합사회복지관,서울특별시 송파구 백제고분로32길 35,37.5014036,127.0936931
석촌동 주민센터,서울특별시 송파구 백제고분로37길 16,37.503591,127.103607
송파동 공영주차장,서울특별시 송파구 백제고분로44길 13-25,37.507007099999996,127.11333415684507
장지동주민센터,서울특별시 송파구 새말로19길 6,37.4871884,127.1316212
소나무언덕2호도서관,서울특별시 송파구 석촌호수로 155,37.5139175,127.0849709
마천2 공영주차장,서울특별시 송파구 성내천로 299-7,37.5033519,127.1364567
소나무언덕3호도서관,서울특별시 송파구 성내천로 319,37.5033519,127.1364567
소나무언덕3호도서관,서울특별시 송파구 성내천로 319,37.5033519,127.1364567
천마 공영주차장,서울특별시 송파구 성내천로 33가길 20,37.5006624,127.1571958
마천1 공영주차장,서울특별시 송파구 성내천로 43길 6,37.4952894,127.1555598
송파2동주민센터,서울특별시 송파구 송이로 32,37.502328,127.116687
소나무언덕4호작은도서관,서울특별시 송파구 송이로 34,37.5025764,127.1168124
송파나루(동호휴게시설-1층),서울특별시 송파구 송파나루길 206,37.5118756,127.1042338
석촌동 주민센터,서울특별시 송파구 백제고분로37길 16,37.503591,127.103607
가락본동주민센터,서울특별시 송파구 송파대로28길 39,37.494596,127.1205972
송파책박물관,서울특별시 송파구 송파대로37길 77,37.49886995,127.10446923615116
송파구보건지소,서울특별시 송파구 양산로 5,37.4897742,127.142682
가든파이브주유소,서울특별시 송파구 탄천동로 740,37.515609,127.0697999
반포그린주유소,서울특별시 서초구 서초중앙로 239 (반포동),37.503232,127.010856
한독주유소,서울특별시 서초구 방배로 214 (방배동),37.492475,126.990952
(주)한미석유서초주유소,서울특별시 서초구 반포대로 64 (서초동),37.486203,127.010769
정해네트웍스㈜서초하이웨이주유소,서울특별시 서초구 양재대로2길 100-30 (우면동),37.4572867,127.01628375040988
시민공원 화장실,서울특별시 서초구 원지동 산78-12,37.4550882,127.0423233
서울추모공원 화장실,서울특별시 서초구 양재대로 12길 74,37.452261,127.0428224
내방역,서울특별시 서초구 서초대로 지하103 (방배동),37.4881269,126.9932148
고속터미널(7)역,서울특별시 서초구 신반포로 지하188 (반포동),37.5048493,127.0048756
반포역,서울특별시 서초구 신반포로 지하241?(잠원동),37.508213,127.011847
남태령역,서울특별시 서초구 과천대로 지하 816 (방배동),37.4643771,126.9892778
양재역,서울특별시 서초구 남부순환로 지하 2585 (서초동),37.485077,127.0333161
남부터미널역,서울특별시 서초구 서초중앙로 지하 31 (서초동),37.4866436,127.0153514
교대(3)역,서울특별시 서초구 서초대로 지하 294 (서초동),37.4948744,127.017338
잠원역,서울특별시 서초구 잠원로 4길 지하 46 (잠원동),37.5151065,127.0137779
방배역,서울특별시 서초구 방배로 지하 80 (방배동),37.4812798,126.9970265
서초역,서울특별시 서초구 서초대로 지하 233 (서초동),37.4927972,127.0105772
교대(3)역,서울특별시 서초구 서초대로 지하 294 (서초동),37.4948744,127.017338
터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,37.5057758,127.0046531
터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,37.5057758,127.0046531
터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,37.5057758,127.0046531
터미널지하도상가 화장실,서울특별시 서초구 신반포로 지하 200,37.5057758,127.0046531
서울지방조달청 별관(1층),서울특별시 반포대로 217 별관동,37.4993684,127.0029874
서울(만남)휴게소,서울특별시 서초구 양재대로12길 73-71,37.4592404,127.049154
반포세무서 공중화장실,서울특별시 서초구 방배로 163,37.48797915,126.99282820405969
서초파출소 공중화장실,서울특별시 서초구 효령로 297,37.478199,126.9869317
서초경찰서 화장실,서울특별시 서초구 반포대로 179,37.512562,126.9975302
대검찰청 안내소,서울특별시 서초구 반포대로157,37.49426,217.005028
서울중앙지방검찰청 지하1층 종합민원실 화장실,서울특별시 서초구 반포대로 158,37.494927849999996,127.00795096260117
서울중앙지방검찰청 지하1층 종합민원실 화장실,서울특별시 서초구 반포대로 158,37.494927849999996,127.00795096260117
서울서초우체국 1층,서울특별시 서초구 동산로 19,37.4696368,127.0414121
내곡치안센터 공중화장실,서울특별시 서초구 염곡말길 9,37.4620698,127.0519786
반포지구대 공중화장실,서울특별시 서초구 신반포로 190,37.500747,126.9860716
내곡파출소 공중화장실,서울특별시 서초구 헌릉로 226,37.4596134,127.0536783
우면파출소 공중화장실,서울특별시 서초구 양재대로2길 106,37.4561402,127.01606564452744
양재파출소 공중화장실,서울특별시 서초구 남부순환로356길 9,37.4830737,127.0377298
서초3파출소 공중화장실,서울특별시 서초구 반포대로30길 40,37.4922908,127.0113736
서초2파출소 공중화장실,서울특별시 서초구 서운로 38,37.4838563,127.0298589
신내 skv1센터 화장실(A동),서울특별시 중랑구 신내역로 111,37.6132059,127.11243588365667
신내 skv1센터 화장실(A동),서울특별시 중랑구 신내역로 111,37.6132059,127.11243588365667
신내 skv1센터 화장실(A동),서울특별시 중랑구 신내역로 111,37.6132059,127.11243588365667
사색의길 화장실,서울특별시 중랑구 망우로91길 2-1,37.6024451,127.1150637
망우카페 화장실,서울특별시 중랑구 망우로91길 2,37.6024451,127.1150637
망우카페 화장실,서울특별시 중랑구 망우로91길 2,37.6024451,127.1150637
샘터어린이공원 공중화장실,서울특별시 중랑구 사가정로42길 25,37.5788209,127.0826975
봉수대공원 주차장,서울특별시 중랑구 상봉동 12-2,37.60002,127.09283
중랑구립잔디구장,서울특별시 중랑구 송림길 200,37.6027541,127.1017012
묵동다목적체육관,서울특별시 중랑구 숙선옹주로 66,37.6144175,127.0806791
구릉공원,서울특별시 중랑구 신내동 214-44,37.61182,127.09298
신내공원 관리사무소 화장실,서울특별시 중랑구 신내동 652,37.61182,127.09298
남산예장공영주차장 화장실,서울특별시 중구 퇴계로26길 36(예장동),37.56003451,126.9887049
시청B 지하상가,"서울특별시 중구 을지로 지하12, 시청광장지하쇼핑센터 (을지로1가)",37.5660547,126.9787859
남대문시장 공중화장실,서울특별시 중구 남대문시장4길 28-16,37.5582956,126.9773186
광희동 공중화장실,서울특별시 중구 마른내로 166,37.5650687,127.00589
중림동주민센터,서울특별시 중구 만리재로 175,37.553490800000006,126.9630962100162
장충동주민센터,서울특별시 중구 장충단로8길 22,37.561904,127.007731
을지로동주민센터,서울특별시 중구 충무로9길 19,37.5667609,126.9896637
약수동주민센터,서울특별시 중구 다산로 92,37.552466,127.0090055
신당동주민센터,서울특별시 중구 청구로8길 22,37.5620641,127.014493
신당5동주민센터,서울특별시 중구 다산로44길 85,37.5650724,127.0218508
동화동주민센터,서울특별시 중구 다산로36길 100,37.5624598,127.0164076
다산동주민센터,서울특별시 중구 동호로15길 50,37.5543101,127.0083037
광희동주민센터,서울특별시 중구 퇴계로 303-9,37.5615766,126.9898641
서울중구청,서울특별시 중구 창경궁로 17,37.568739,126.9979396
회현119안전센터,서울특별시 중구 소공로 30,37.5585843,126.9828721
신당119안전센터,서울특별시 중구 다산로8길 2,37.5529772,127.0096343
을지로119안전센터,서울특별시 중구 을지로45길 43,37.5675911,127.0125999
중부소방서,서울특별시 중구 퇴계로 394,37.5649203,127.01540614808982
서울태평로우체국,서울특별시 중구 칠패로 42,37.559468,126.9735552
서울충무로2가우체국,서울특별시 중구 삼일대로6길 5,37.562505,126.989311
서울소공동우체국,서울특별시 중구 남대문로1길 34,37.562584799999996,126.97753940000001
서울중앙우체국(포스트타워),서울특별시 중구 소공로 70,37.56161555,126.98215850934079
세종로파출소,서울특별시 중구 세종대로 141,37.5684059,126.9770423
을지로3가파출소,서울특별시 중구 충무로 56-1,37.5641444,126.9931635
충무파출소,서울특별시 중구 퇴계로 178,37.5657499,127.0192002
장충파출소,서울특별시 중구 동호로 261,37.5667799,127.0022839
신당파출소,서울특별시 중구 다산로 248,37.5507793,127.0076435
약수지구대,서울특별시 중구 동호로5길 15,37.552138,127.012274
광희지구대,서울특별시 중구 퇴계로 375-1,37.5652647,127.01334641305979
장충체육관A,서울특별시 중구 동호로 241,37.558169750000005,127.0067954488955
1호터널,서울특별시 중구 남산공원길 507,37.5453539,126.9955583
장충단공원,서울특별시 중구 동호로 257-10,37.5667799,127.0022839
석호정,서울특별시 중구 남산공원길 372,37.5453539,126.9955583
1호터널,서울특별시 중구 남산공원길 507,37.5453539,126.9955583
호현당화장실,서울특별시 중구 소파로 46,37.5545068,126.98118294945128
잠두체육회화장실,서울특별시 중구 남산공원길 649,37.5453539,126.9955583
1호터널,서울특별시 중구 남산공원길 507,37.5453539,126.9955583
훈련원공원주차장 지하 2층 중앙,"서울특별시 중구 을지로 227, 훈련원공원 (을지로5가)",37.56751939,127.0037221
훈련원공원주차장 지하 2층 중앙,"서울특별시 중구 을지로 227, 훈련원공원 (을지로5가)",37.56751939,127.0037221
훈련원공원주차장 지하 1층 중앙,서울특별시 중구 을지로 227,37.5673944,127.0035451
훈련원공원주차장 지하 1층 중앙,서울특별시 중구 을지로 227,37.5673944,127.0035451
동대문지상상가 B1층,서울특별시 중구 마장로 22,37.567612,127.0123205
동대문지상상가 B1층,서울특별시 중구 마장로 22,37.567612,127.0123205
동대문지상상가 B1층,서울특별시 중구 마장로 22,37.567612,127.0123205
동대문지상상가 B1층,서울특별시 중구 마장로 22,37.567612,127.0123205
명동역지하상가,서울특별시 중구 퇴계로 지하124,37.56109433,126.9852911
남대문지하상가,서울특별시 중구 남대문로 지하14,37.5611952,126.9779351
회현지하상가,서울특별시 중구 소공로 지하58,37.56068691,126.9826395
청계6가 지하상가,서울특별시 중구 장충단로 지하280,37.56936948,127.0096116
청계5가 지하상가,서울특별시 중구 동호로 지하384,37.56917199,127.002089
신당C 지하상가,서울특별시 중구 마장로 87,37.5684938,127.0193571
신당C 지하상가,서울특별시 중구 마장로 87,37.5684938,127.0193571
신당C 지하상가,서울특별시 중구 마장로 87,37.5684938,127.0193571
을지4구역B 지하상가,서울특별시 중구 을지로 지하218,37.5669913,127.0033663
을지4구역B 지하상가,서울특별시 중구 을지로 지하218,37.5669913,127.0033663
을지3구역 지하상가,서울특별시 중구 을지로 지하131,37.56668421,126.994217
을지입구 지하상가,서울특별시 중구 을지로 지하58,37.56634311,126.9839633
시청A 지하상가,서울특별시 중구 을지로 지하12,37.5660547,126.9787859
장충체육관A,서울특별시 중구 동호로 241,37.558169750000005,127.0067954488955
훈련원공원주차장 지하 1층 중앙,서울특별시 중구 을지로 227,37.5673944,127.0035451
남산골한옥마을 중앙화장실,서울특별시 중구 퇴계로 34길 28,37.55905141,126.9940405
남산골한옥마을 중앙화장실,서울특별시 중구 퇴계로 34길 28,37.55905141,126.9940405
시립미술관 서소문본관,서울특별시 중구 덕수궁길 61,37.564159849999996,126.97380781037548
남산예술센터,서울특별시 중구 소파로 138,37.5589628,126.9883506
서울특별시 중부수도사업소,서울특별시 중구 장충단로 88,37.5549686,127.0035361
서울시청 서소문청사 1층 로비,서울특별시 중구 덕수궁길 15,37.564565200000004,126.97425020844648
서울시청 본관 B1층 시민청 외부,서울특별시 중구 세종대로 110,37.56635025,126.97830900276097
국립중앙의료원,서울특별시 중구 을지로 245,37.5672412,127.0056589
신당종합사회복지관,서울특별시 중구 동호로11길 22,37.5543577,127.0095725
유락종합사회복지관,서울특별시 중구 퇴계로 460,37.5651439,127.0227988
중구청소년센터,서울특별시 중구 동호로5길 19,37.55189145,127.01255235143869
약수노인종합복지관,서울특별시 중구 다산로6길 11,37.5522003,127.0093707
손기정문화체육센터,서울특별시 중구 손기정로 101,37.5552947,126.963736
어울림도서관,서울특별시 중구 다산로38길 66-35,37.561714300000006,127.01892739283574
가온도서관,서울특별시 중구 동호로14길 18,37.5569858,127.0102742
중구문화원,서울특별시 중구 청계천로 86,37.5675707,126.9864928
한국전력공사 서울본부,서울특별시 중구 남대문로 92,37.5658833,126.9859321
예금보험공사,서울특별시 중구 청계천로 30,37.5701134,127.0176192
한국관광공사,서울특별시 중구 청계천로 40,37.568542550000004,126.98162418858456
신당역(6) 화장실,서울특별시 중구 다산로 지하 260,37.56775508,127.0161011
청구역(6) 화장실,서울특별시 중구 청구로 지하 77,37.5605226,127.013875
약수역(6) 화장실,서울특별시 중구 다산로 지하 115,37.55522992,127.0103357
버티고개역(6) 화장실,서울특별시 중구 다산로 지하 38,37.54833663,127.0069888
동대문역사문화공원역(5) 화장실,서울특별시 중구 마른내로 지하 162,37.56477769,127.0062109
을지로4가역(5) 화장실,서울특별시 중구 창경궁로 지하 51,37.56637129,126.9984921
회현역(4),서울특별시 중구 퇴계로 지하 54,37.55927613,126.9772414
명동역(4),서울특별시 중구 퇴계로 지하 126,37.56105181,126.9853662
충무로역(4) 화장실,서울특별시 중구 퇴계로 지하 199,37.56138871,126.994398
DDP역(4)(지하2층),서울특별시 중구 장충단로 지하 230,37.5549686,127.0035361
DDP역(4)(지하2층),서울특별시 중구 장충단로 지하 230,37.5549686,127.0035361
약수역(3) 화장실,서울특별시 중구 다산로 지하 122,37.55460062,127.0110379
동대입구역(3) 화장실,서울특별시 중구 동호로 지하 256,37.55949023,127.0052965
을지로3가역(3) 화장실,서울특별시 중구 을지로 지하 129,37.5662786,126.9897438
신당역(2) 화장실,서울특별시 중구 퇴계로 지하 431-1,37.56555342,127.0166717
동대문역사문화공원역(2) 화장실,서울특별시 중구 을지로 지하 279,37.5659558,127.0084956
을지로4가역(2) 화장실,서울특별시 중구 을지로 지하 178,37.56671839,126.9965495
을지로3가역(2) 화장실,서울특별시 중구 을지로 지하 106,37.56638258,126.9902132
을지로입구역(2) 화장실,서울특별시 중구 을지로 지하 42,37.56627899,126.9820007
시청역(2)(지하2층) 화장실,서울특별시 중구 서소문로 127,37.5611152,126.966734
시청역(2)(지하2층) 화장실,서울특별시 중구 서소문로 127,37.5611152,126.966734
시청역(1) 화장실,서울특별시 중구 세종대로 지하 101,37.5654798,126.977114
서울역(1) 화장실,서울특별시 중구 세종대로 지하 2,37.5560719,126.9723599
중구구민회관 공영주차장 화장실,서울특별시 중구 을지로39길 40,37.5685625,127.0060087
신당역공영주차장 화장실,서울특별시 중구 다산로44길 67,37.5651824,127.0207742
장충공영주차장 화장실,서울특별시 중구 퇴계로50길 59,37.5611071,127.0014324
필동공영주차장 화장실,서울특별시 중구 필동로 55,37.5601045,126.9964942
남산동공영주차장 화장실,서울특별시 중구 퇴계로20길 24,37.5586964,126.9861425
손기정문화체육센터,서울특별시 중구 손기정로 101,37.5552947,126.963736
문화공영주차장 화장실,서울특별시 중구 동호로12길 29,37.5592923,127.0121778
다산동공영주차장 화장실,서울특별시 중구 동호로15길 60,37.5540663,127.0068509
충현공영주차장 화장실,서울특별시 중구 동호로11나길 47,37.5526055,127.0074459
다산아트공영주차장 화장실,서울특별시 중구 동호로17길 173,37.5516509,127.004411
성곽공영주차장 화장실,서울특별시 중구 동호로17길 201,37.5492355,127.0062059
봉화산근린공원 배나무밭 공원 화장실,서울특별시 중랑구 신내동 655-2,37.61182,127.09298
금강리빙스텔 개방화장실,서울특별시 중랑구 신내로 211,37.6188223,127.0879958
중랑구립정보도서관,서울특별시 중랑구 신내로15길 197,37.615191,127.08691909097146
신내다목적체육관,서울특별시 중랑구 신내로21길 115-14,37.6149742,127.0887191
옹기테마공원 한지체험장 화장실,서울특별시 중랑구 신내로21길 116,37.6149742,127.0887191
옹기테마공원 한지체험장 화장실,서울특별시 중랑구 신내로21길 116,37.6149742,127.0887191
용마폭포공원1,서울특별시 중랑구 용마산로 250-12,37.5956761,127.1001732
용마폭포공원1,서울특별시 중랑구 용마산로 250-12,37.5956761,127.1001732
용마폭포공원1,서울특별시 중랑구 용마산로 250-12,37.5956761,127.1001732
신내동 공중화장실,서울특별시 중랑구 용마산로 705,37.5956761,127.1001732
갓바위어린이공원 공중화장실,서울특별시 중랑구 용마산로114길 34,37.599064600000005,127.10303814549746
등나무어린이공원 공중화장실,서울특별시 중랑구 용마산로115나길 8,37.5978528,127.0968979
사가정공원 입구 화장실,서울특별시 중랑구 용마산로89길 3,37.5882125,127.0953447
사가정공원 입구 화장실,서울특별시 중랑구 용마산로89길 3,37.5882125,127.0953447
봉화어린이공원 공중화장실,서울특별시 중랑구 중랑역로 54,37.5949128,127.076724
중화리어린이공원,서울특별시 중랑구 중화1동 280-16,37.60211745,127.08290989498428
중화동 화장실,서울특별시 중랑구 중화동 382,37.59755,127.07783
중화빗물펌프 화장실,서울특별시 중랑구 중화동 403-3,37.59755,127.07783
배밭공원 화장실,서울특별시 중랑구 망우동 69-203,37.60178,127.1054
면목동 뚝방 화장실,서울특별시 중랑구 면목동 1031-38,37.58178,127.09034
중랑구민회관,서울특별시 중랑구 면목로 238,37.5801004,127.0878872
묵동교 화장실,서울특별시 중랑구 묵동 322-2,37.61083,127.08109
동산공영주차장 화장실,서울특별시 중구 다산로24가길 23,37.5565876,127.0157746
약수동공영주차장 화장실,서울특별시 중구 동호로8다길 22,37.552452,127.0137113
황학동 공중화장실,서울특별시 중구 다산로48길 33,37.567388199999996,127.01824469211064
신당2호 공중화장실,서울특별시 중구 다산로31길 7-5,37.5617763,127.0135128
신당1호 공중화장실,서울특별시 중구 다산로33다길 25,37.564582,127.0135786
훈련원근린공원,서울특별시 중구  을지로 227,37.5673944,127.0035451
정동근린공원,서울특별시 중구 정동길 21-18,37.5672063,126.9713103
서소문역사공원,서울특별시 중구 칠패로 5,37.5595927,126.9712914
새싹마을마당,서울특별시 중구 동호로12길 97,37.5592923,127.0121778
묵정어린이공원,서울특별시 중구 퇴계로45길 32-12,37.56313,126.9991469
다동소공원,서울특별시 중구 다동길 15,37.5678901,126.9813331
중구구민회관 공영주차장 화장실,서울특별시 중구 을지로39길 40,37.5685625,127.0060087
필동주민센터,서울특별시 중구 퇴계로36길 42,37.5604895,126.9947912
청구동주민센터,서울특별시 중구 청구로3길 55,37.5570674,127.0147029
을지지구대,서울특별시 중구 을지로 234,37.5662786,126.9897438
서울중부경찰서 민원실,서울특별시 중구 수표로 27,37.5676125,126.990282
서울중부경찰서 민원실,서울특별시 중구 수표로 27,37.5676125,126.990282
명동파출소,서울특별시 중구 명동길 30,37.5634741,126.9841003
중림파출소,서울특별시 중구 중림로 36,37.5569435,126.9689705
남대문시장 공중화장실,서울특별시 중구 남대문시장4길 28-16,37.5582956,126.9773186
회현파출소,서울특별시 중구 퇴계로6길 3-15,37.5584091,126.9790175
서울역파출소,서울특별시 중구 통일로 15,37.5584838,126.9716997
서울시립대학교종합사회복지관,서울특별시 중랑구 신내로 115 (신내2동),37.613342200000005,127.09761493795133
면목종합사회복지관,서울특별시 중랑구 용마산로 228 (면목4동),37.57329945,127.08814479679182
연육교 화장실,서울특별시 중랑구 중화동 381-2,37.59755,127.07783
"중랑구민체육센터(남자, 여자, 장애인)",서울특별시 중랑구 묵동 22,37.61083,127.08109
동부제일병원,서울특별시 중랑구 망우로 511,37.60082075,127.10927815776553
늘찬병원,서울특별시 중랑구 봉우재로 234,37.5906653,127.078103
서울특별시북부병원,서울특별시 중랑구 양원역로 38,37.60440885,127.10765399600089
팔팔병원,서울특별시 중랑구 동일로 679,37.59090625,127.07967175531681
장스여성병원,서울특별시 중랑구 망우로 411,37.5995485,127.0979412
사가정역(7),서울특별시 중랑구 면목동 495 사가정역,37.58069,127.0876
중랑캠핑숲 나들이마당,서울특별시 중랑구 망우동 73-5,37.60178,127.1054
중랑캠핑숲 관리사무소,서울특별시 중랑구 망우로 56,37.600978350000005,127.10367073364063
화랑대역 공영주차장,서울특별시 중랑구 묵동 29,37.61083,127.08109
봉화산(봉화원),서울특별시 중랑구 묵동 122-12,37.61083,127.08109
새싹어린이공원,서울특별시 중랑구 면목5동 1545-3,37.58268515,127.0798728357564
동원마을마당,서울특별시 중랑구 망우본동 212-1,37.602846549999995,127.10897371170842
봉화산역 공영주차장,서울특별시 중랑구 신내로 208,37.61694325,127.09315389591578
서소문파출소,서울특별시 중구 서소문로 131-1,37.5639664,126.9765869
태평로파출소,서울특별시 중구 다동길 11,37.5679325,126.9799967544752
서울남대문경찰서,서울특별시 중구 한강대로 410,37.554711350000005,126.9735285900517
봉화산역(6),서울특별시 중랑구 신내동 643-1 봉화산역,37.6177977,127.0906961
보훈회관,서울특별시 중랑구 면목로45길 82,37.582237649999996,127.08410305643777
망우카페 화장실,서울특별시 중랑구 망우로91길 2,37.6024451,127.1150637
사색의길 화장실,서울특별시 중랑구 망우로91길 2-1,37.6024451,127.1150637
망우3동주민센터 화장실,서울특별시 중랑구 겸재로61길 40(망우3동),37.5919964,127.0949013
"동성아파트1,2차 상가",서울특별시 중랑구 신내동 397,37.61182,127.09298
묵2동 주민센터,서울특별시 중랑구 동일로 847,37.579421,127.0795816
중랑구 중화1동주민센터,서울특별시 중랑구 중화동 287-3,37.59755,127.07783
면목본동 주민센터,서울특별시 중랑구 면목로 397(면목동),37.587364,127.087499
상봉1동 주민센터,서울특별시 중랑구 상봉동 204-1,37.60002,127.09283
면목4동 주민센터,서울특별시 중랑구 면목로 246 면목4동 주민센터,37.587364,127.087499
면목2동 주민센터,서울특별시 중랑구 면목2동 180-8,37.58965955,127.07793506542939
동부시장 공영주차장,서울특별시 중랑구 면목동 183-14,37.58178,127.09034
중랑구립테니스장,서울특별시 중랑구 신내동 1-3,37.61182,127.09298
신내차량기지축구장야구장,서울특별시 중랑구 용마산로136길 33,37.6117538,127.1050784
중랑문화체육관,서울특별시 중랑구 면목7동 519,37.576159649999994,127.09515679344926
중화어린이도서관,서울특별시 중랑구 중랑역로3길 28,37.5946961,127.0744536
양원숲도서관,서울특별시 중랑구 송림길 172,37.6026953,127.1009806
중랑숲어린이도서관,서울특별시 중랑구 망우로73길 46-1,37.60272205,127.10396466549177
중랑구 환경교육센터,서울특별시 중랑구 용마산로 697,37.5796224,127.0916702
신내2동주민센터,서울특별시 중랑구 봉화산로 190,37.6063409,127.094111
중랑상봉도서관,서울특별시 중랑구 동일로114길 10,37.59286175,127.08085596195986
면목정보도서관,서울특별시 중랑구 면목로 397,37.587364,127.087499
망우본동주민센터,서울특별시 중랑구 망우동 340-17,37.60178,127.1054
양원역,서울특별시 중랑구 송림길 147,37.6026953,127.1009806
망우역,서울특별시 중랑구 망우로55길 11-10,37.6003264,127.0921357
중랑역,서울특별시 중랑구 중랑역로 9,37.6154777,127.0762576
"상봉역(경의중앙선, 경춘선)",서울특별시 중랑구 망우로 297,37.5970314,127.0856555
방정환교육지원센터,서울특별시 중랑구 망우로 325,37.5974662,127.08830672397829
면목동 공중화장실,서울특별시 면목동 168-1,37.58178,127.09034
실버카페 공중화장실,서울특별시 중랑구 겸재로29길 27,37.588218999999995,127.08456288514802
소파어린이공원 공중화장실,서울특별시 중랑구 겸재로64길 28,37.5887212,127.0951545
대신빌딩 개방화장실,서울특별시 중랑구 동일로 802,37.6139172,127.0767503
상봉어린이공원 공중화장실,서울특별시 중랑구 동일로112길 27,37.5933212,127.0835889
리베로 개방화장실,서울특별시 중랑구 망우로 307,37.5968492,127.086494
동국빌딩 개방화장실,서울특별시 중랑구 망우로 390,37.5985681,127.09570852739824
망우동 공중화장실,서울특별시 중랑구 망우로 570,37.5953297,127.0813616
우림시장 개방화장실,서울특별시 중랑구 망우로62길 52-4,37.5990449,127.0973717
오거리어린이공원,서울특별시 중랑구 면목7동 351,37.576159649999994,127.09515679344926
남촌어린이공원 공중화장실,서울특별시 중랑구 면목로64길 38,37.5859024,127.0915238
양지어린이공원 공중화장실,서울특별시 중랑구 면목로78길 26-5,37.59049,127.087874
묵동 화장실,서울특별시 중랑구 묵동 335,37.61083,127.08109
신내2동주민센터,서울특별시 중랑구 봉화산로 190,37.6063409,127.094111
중앙사회복지관,서울특별시 관악구 봉천로41길 33,37.4837516,126.9480209
성민복지관,서울특별시 관악구 호암로 549,37.4595058,126.9276122
관악구장애인종합복지관,서울특별시 관악구 남부순환로 1914,37.47741965,126.96190324587255
새들경로당,서울특별시 관악구 관천로20길 43,37.4881668,126.9241839
국지경로당,서울특별시 관악구 국회단지21길 14,37.4905301,126.9414058
인헌경로당,서울특별시 관악구 낙성대역3길 6-6,37.47585805,126.96184349534741
신원경로당,서울특별시 관악구 남부순환로168길 9,37.4810139,126.9243715
신본경로당,서울특별시 관악구 남부순환로200다길 7,37.482739,126.9362606
시니어클럽,서울특별시 관악구 남부순환로247다길 60,37.4781276,126.9655233
당곡경로당,서울특별시 관악구 당곡6길 37,37.4929809,126.9310849
대학경로당,서울특별시 관악구 대학길 78,37.4672276,126.9375648
신일경로당,서울특별시 관악구 문성로32길 18,37.4766122,126.9284983
보라매경로당,서울특별시 관악구 봉천로21길 35,37.4895857,126.9342532
은천경로당,서울특별시 관악구 봉천로27길 45,37.4856489,126.9406193
서림경로당,서울특별시 관악구 서림3길 47,37.471999,126.9419148
서원경로당,서울특별시 관악구 서원3길 10,37.4768727,126.9337702
난향경로당,서울특별시 관악구 난곡로9길 29-2,37.4642611,126.918016
행복경로당,서울특별시 관악구 신림로36길 12-10,37.4759799,126.9383986
신관경로당,서울특별시 관악구 신림로48길 25,37.4788751,126.9338796
색동경로당,서울특별시 관악구 신림로70길 74,37.48657765,126.93257514076296
삼광경로당,서울특별시 관악구 약수암길 33,37.459716,126.933257
장수경로당,서울특별시 관악구 양녕로6다길 11-4,37.4843322,126.9509731
원신경로당,서울특별시 관악구 양지10길 15-1,37.4704711,126.9284573
국사봉경로당,서울특별시 관악구 은천로15길 13-2,37.487173,126.9441294
구암경로당 화장실,서울특별시 관악구 은천로23길 19,37.4879834,126.9485581
중앙경로당 화장실,서울특별시 관악구 은천로26길 14,37.4859622,126.9505026
성현경로당 화장실,서울특별시 관악구 은천로35길 40-3,37.487556,126.9539777
밤골경로당,서울특별시 관악구 인헌3가길 8,37.4738516,126.96741961157718
덕양경로당,서울특별시 관악구 인헌4길 20,37.4748577,126.96594629542604
조원경로당,서울특별시 관악구 조원로 48,37.4841938,126.9035672
강남경로당,서울특별시 관악구 조원로4길 24,37.4826945,126.9047336
시립관악노인종합복지관,서울특별시 관악구 보라매로 35,37.4933604,126.9270209
글빛정보도서관 화장실,서울특별시 관악구 관악로30길 23,37.4879751,126.9617919
